sub_id,A1,A2,A3,A4,A5,A6,A7,A8,story,p_type,q1,q2,q3,q4,q5,q6,q7,q8
sub-37,There is light flowing in through many windows. it is nearing thanksgiving so there are thanksgiving decorations,"I don't remember specific items, but they were in the canned foods aisle when chloe asked alex what else they needed","There are 5 lanes open, and they are in lane 2","14 dollars, paid in cash",22 months,,,Her siblings i think.,23,loc,2,0,2,3,2,0,0,0
sub-38,"It's almost thanksgiving, so there are appropriate decorations throughout the store","They go to the canned food section and pick out pumpkin puree, among other things","There are 5 checkout lanes open, and the clients step into lane 3","The groceries come out to $14, and alex pays with cash",22 months,2 white diamonds,,Her mother,23,loc,1,2,3,3,2,3,0,3
sub-01,There are a lot of halloween treats and decorations.,Crackers,,, ms bianchi sells cheese for an italian company and ms morrison is a buyer for a chain of grocery stores.,,,,33,np,1,1,0,0,2,0,0,0
sub-02,"Industrial, warehouse feel","Crackers for sure and something else, maybe a bubbly or something. can't remember if one of them bought cheese or not.",Very busy day actually. but forget the quantity or which lane.,About 23$ and one of the ladies paid by a check which impressed the other.,Don't remember but pretty fancy ,"A lot, but don't remember",Don't remember,"Handshake, maybe ...",33,loc,0,2,0,3,0,0,0,0
sub-03,"Large, fancy store","Crackers, wine, and ketchup",One lane only,14 dollars cash,Representative for the cheese business and manager for a series of stores,200000,Orange stores,Handshake,33,np,0,2,0,0,2,0,3,0
sub-04,Idk,Idk,Idk,Idk,Idk,Idk,Idk,Idk,33,loc,0,0,0,0,0,0,0,0
sub-05,"Decorated with halloween decorations, candy, and pumpkins",Olives,,"The groceries are not very expensive, but morrison pays with a check",Ms. bianchi is a salesperson for an italian cheese importer and ms. morrison heads distribution for a grocery chain,,Something with an m,Popping a mini bottle of champagne,33,np,2,0,0,2,2,0,0,3
sub-06,Large and high rise ceiling,Cheese and wine,10 lanes are open,They pay by check,"Ceo, maybe",Dont know,,Bianchi pays by check,33,loc,0,0,2,2,0,0,0,0
sub-07,,Cheese,,,,,,High five,33,soc,0,0,0,0,0,0,0,0
sub-10,Full of people,"Parmegan cheese, crackers",3 are open they go to 8,It is 14 dollars and ms. morrison pays by credit card,Ms. morrison is a business owner/seller of cheese and ms. bianchi is a client,Not sure,Not sure,Eating together,33,np,0,1,0,0,2,0,0,0
sub-14,,Cheese and crackers,All are open,,"Cheese distributor, restaurant chain owner",,,Buying cheese and crackers,33,soc,0,1,0,0,1,0,0,0
sub-16,I don't remember,Cheese,I don't remember,I don't remember,"I don't remember, but one of them in in charge of a grocery chain along the east or west coast",I don't remember,I don't remember,They decided to test out a line of product,33,soc,0,0,0,0,1,0,0,0
sub-17,Halloween display at the front of the store,"Box of crackers, ketchup, and seltzer",,"$23, check","Ms bianchi is a cheese vendor, ms morrison is buyer for, or runs, a retail grocery chain",A few thousand dollars,,Popping champagne ,33,loc,1,3,0,3,2,0,0,3
sub-18,Decorated for halloween,"Crackers, seltzer, and ketchup",10 and they choose lane 6,23  dollars and ms morrison pays by check,Ms. bianchi is a cheese seller and ms. morrison is the head of the grocery store,,,They share cheese and crackers,33,loc,1,3,3,3,2,0,0,0
sub-19,,,,,"One of them sells cheese, another manages a grocery store",,,,33,soc,0,0,0,0,2,0,0,0
sub-21, ,"Cheese, sparkling water",,,,20k,Orange groceries,,33,soc,0,1,0,0,0,0,3,0
sub-25,,Cheese,,,,,,Hug,33,np,0,0,0,0,0,0,0,0
sub-26,,"Crackers, ketchup, pack of seltzers",,"27 dollars, paid by check",Morrison might be ceo,20000 dollars,Orange groceries or something like that,A handshake,33,np,0,3,0,2,0,0,3,0
sub-27,,Someone buys crackers ketchup and champagne or wine,,,"Bianchi represents some italian quality cheese company and morrison is the cpo or chief procurement officer of a grocery chain, responsible for choosing what products they buy and sell",,,Pop some champagne that was pulled from a purse,33,np,0,2,0,0,2,0,0,3
sub-28,,Crackers,5,,Representative; sales buyer,1500,Orange ,Drinking champagne ,33,soc,0,1,0,0,2,3,2,3
sub-29,,"Crackers, ketchup and sparkling water",One lane,Ms. morrison pays for 21 dolllars of groceries with a check,,1500,,Popping a bottle of champange,33,soc,0,3,0,2,0,3,0,3
sub-30,Mildly busy,Crackers,A few are open,"23 dollars, ms morrison uses a check to pay",Ms. bianchi is an account representative and ms. morrison is a sales manager,"Originally 1500 dollars, which expands to 20 thousand dollars to take advantage of tax subsidies.",,Sharing a small champagne bottle from ms. morrison's purse,33,soc,0,1,0,3,3,3,0,3
sub-32,,,,,,,,,33,np,0,0,0,0,0,0,0,0
sub-33,,Crackers,"8 are open, step into 7",,Head of product,,Orange grocers,Cheese eating,33,np,0,1,0,0,0,0,3,0
sub-34,,"Crackers,sparkling water, and a third beverage",,"23 dollars, credit card",Ms bianchi works for an italian cheese company while ms morrison works for corporate for a grocery chain store in america,,Orange grocer,A pop of champagne,33,loc,0,2,0,2,2,0,3,3
sub-35,,Cheese,,,,,,,33,loc,0,0,0,0,0,0,0,0
sub-36,Its a big grocery store,They pick out crackers and cheese,"10, 3","24$, cheque",Ms bianchi is owner of her cheese factory and ms morrison is  a supervisor of grocery store,,,They agree verbally,33,soc,0,1,2,2,2,0,0,0
sub-37,"It is decorated for halloween, with different little sections of the entryway decorated with halloween-y goods","Ms bianchi buys crackers for the taste test, while ms morrison buys ketchup and sparkling water","There are 10 lanes open, and the clients step into lane 6","I don't remember the price, but ms morrison says the crackers are on her, and pays for everything by check",Ms morrison is a grocery customer experience manager and ms bianchi is a sales representative,,,,33,loc,2,3,3,2,3,0,0,0
sub-38,Halloween decorations,,,,"Ms bianchi is a sales rep for an italian cheese company, and ms morrison is a manager at a grocery store",,,,33,loc,1,0,0,0,3,0,0,0
sub-01,,Pasta,,,5 months,They have been fighting constantly.,He thinks it would be for the best since they are both unhappy together and might be happier with other people.,Liam wants his cat luna back,13,soc,0,1,0,0,3,2,3,3
sub-03,Not too packed,Pasta ingredients,One lane only,"50 dollars, by card",5 months,"They fight too much, and their personalities don't align","Yes, they agree that they should see other people",They both want the cat,13,soc,0,1,2,2,3,1,1,2
sub-05,Not too crowded,"Emmanuella buys bowtie pasta, vodka sauce, and olives","Only one checkout lane is open, number 2, and they step into it",Pay with card,Only recently,There is too much fighting between the two,He doesn't necessarily want to break up but thinks it is probably the best thing for each of them to do. they have been fighting too much.,"Liam wants luna, the cat, but emmanuella seems a little hesitant to give her up willingly",13,soc,0,3,3,2,0,1,0,3
sub-07,,Stuff for a party,,,5 months,Everything is difficult,Yes he agrees they should break up,The cat,13,soc,0,0,0,0,3,0,1,2
sub-08,It smelled like lavendar,"Bow-tie pasta, vodka sauce, and olives","Only one lane is open so they step into that one, lane 8",The groceries cost $30 and emmanuella paid using her credit card,About 5 months,Because they fight all the time,Liam agrees that they should break up because they could each be happier with other people,"Emmanuella and liam each want custody of their shared cat, but liam thinks the cat is his",13,loc,1,3,0,3,3,2,3,3
sub-09,I forget ,"Italian stuff... bowtie pasta, vodka sauce, olives","One is open, lane 2",30 bucks on credit card... emma pays,Maybe 6 weeks,They always argue about little things maybe... liam doesn't help emma cook but liam thinks that emma thinks that he just gets in the way when he tries to help,"Yes, liam agrees that its best because he thinks theyll be happier with other people","They argue over the cat. liam is adiqment about wanting the cat, but i think emma wants it too",13,loc,0,3,3,3,0,2,3,3
sub-10,Pretty crowded,"Emmanuella picks out a few boxes of bow tied pasta, vodka sauce and cheese",Only 1 is open and they step into number 5,The groceries are 50 dollars and they pay by credit card,Emmanuella has been thinking about breaking up with liam for 5 months,She feels like they aren't right for each other,"Liam doesn't say anything at first but after a long sigh, he agrees with emmanuella that they should break up",Liam wants his cat luna back,13,np,0,2,2,2,0,0,1,3
sub-12,"Dimly lit, smells like lavender, organic produce display in the front","Bowtie pasta, vodka sauce, olives","1, that 1",13 or 30 dollars; credit card,"Months, i think 6",They always get into arguments and emmanuella is tired of fighting over trivial things,"Yes liam agrees they should break up, because they'd both be happier with other people",Liam wants his cat,13,loc,3,3,2,3,1,3,3,3
sub-13,I don't recall,"Bow tie noodles, pasta sauce, and olives","There is just one open, so they step into that one",They are $30. i believe the payment method is emmanuella's credit card,I think for 2 weeks,I don't recall,"Yes he agrees, i think because they would both be happier that way",I don't recall,13,loc,0,3,2,3,0,0,2,0
sub-14,,"Bowtie pasta, vodka pasta sauce",One,"$40, credit card",2 months,Not helpong with making meals,"Yes, he thinks they could be happier with other people",Emmanuella wants the cat,13,soc,0,2,2,2,0,0,3,2
sub-16,I don't remember,Pasta,I don't remember,I don't remember,4 months,Contant fight,Liam agreed because both would be happier with someone else.,Liam wants his cat back,13,np,0,1,0,0,1,2,3,3
sub-18,Large,"Pasta, olives, and vodka sauce",1 lane is open and i think they chose lane,"30 dollars, credit card",,They argue too much,Yes liam also wants to break up and stop arguing ,They both want their cat,13,loc,0,3,2,3,0,1,1,3
sub-19,,"Bowtie pasta, olives, vodka sauce",,$14 cash,5 months,"Too many little arguments, they can't do anything together","Yes, liam thinks they'd be happier with other people","They both want to keep the cat, although it is originally liam's cat.",13,soc,0,3,0,0,3,1,3,3
sub-20,,"Bowtie pasta, vodka sauce, olives","1 check out lane is open, it's lane 2",Liam pays $22 on his credit card,,They're always fighting,,Liam wants his cat back,13,loc,0,3,3,0,0,2,0,3
sub-21, ,"Pasta, olives, vodka sauce",,,,They have different personalies,Yah he agrees,The cat,13,np,0,3,0,0,0,0,1,2
sub-22,Big,Pasta,,,4 months,They argue and bicker too much,"I think he's okay with it, he agrees they argue too much",Cat,13,loc,0,1,0,0,1,1,1,2
sub-25,,Pasta,Not a lot i think checkout lane 8,40 dollars cash,5 months,Fighting too much and thinking they would be happier with someone else,"Yes, mutual agreement to break up because they are tired of fighting",They need to discuss what to do with their cat,13,soc,0,1,0,0,3,1,1,2
sub-26,,Pasta,,Credit card,5 or 6 months,They've been fighting too often,"He does want to, he thinks they'd be better off seeing other people",They both want the cat,13,soc,0,1,0,2,3,2,3,3
sub-27,,Buying things like pasta sauce for dinner party that night,I think it mentions most lanes were open,,"Theyve both been fighting a lot in recent times, and both are fed up. emmanuella initiates it while liam ruminates on it until the check out line where he agrees and says it would be better to see other people",They are constantly fighting over the smallest things,Its mutual. both believe they would be happier without these current arguements in their relationship ,"He wants the cat, and proposes whoever spills the beans bout the breakup at their dinner party gets custody. he wants it back, but she knows thats another issue theyll have down the line",13,soc,0,1,0,0,0,2,2,3
sub-28,,"Sauce, pickles",,14,,,Yes,Liam wants to keep the cat,13,np,0,1,0,0,0,0,1,3
sub-29,,Items for their dinner party like pasta,,Emmanuella pays for the 30 dollar groceries with card,5 months,They fight too much ,Liam does want to break up too because he is also tired of the fighting,Emmanuella wants the cat but liam claims its his,13,np,0,1,0,3,3,1,1,2
sub-30,"Somewhat busy, decorated for halloween","Pasta, tomato sauce, and other dinner items","Several are open, they step into lane 6","The groceries are around 50 dollars, which they pay for with a credit card",Emmanuella has been thinking of breaking up for about 5 months,Emmanuella states that she is tired of their constant fighting,"Liam, after a period of automatic nodding, agrees and states that he is also tired of the fighting and that he believes they will be happier with other people.",Emmuanuella and liam both want the cat.,13,np,0,2,0,2,3,3,3,3
